8,0,1,0
30,0,2,5
8,0,0,0
11,0,1,0
5,0,0,0
15,0,1,0
5,0,1,0
18,0,0,0
8,0,1,1
14,0,1,0
4,0,1,0
35,0,1,0
1,1,0,0
3,0,1,0
4,1,0,1
57,0,2,0
5,0,0,0
2,1,0,0
1,1,0,0
52,0,1,2
18,0,0,0
6,0,2,1
6,1,0,3
4,0,0,0
4,0,0,4
8,0,0,0
45,0,0,0
10,0,0,0
17,0,0,0
9,0,0,0
14,0,0,0
7,0,0,0
7,0,2,0
17,0,0,0
3,0,0,0
27,0,0,1
12,0,1,1
32,0,0,29
71,0,1,4
17,1,0,0
8,0,1,0
14,0,0,0
13,0,0,8
7,1,1,0
40,0,0,10
4,0,1,0
13,0,0,1
2,1,0,0
7,0,0,0
13,0,0,0
11,0,2,0
14,0,0,0
19,0,0,0
10,1,0,1
8,1,0,1
5,1,1,0
6,0,0,0
12,0,0,0
6,1,0,0
2,0,0,1
9,0,0,0
8,0,0,1
11,0,0,0
7,0,0,0
8,0,0,0
5,0,0,0
1,0,0,0
19,0,0,3
41,0,0,0
8,0,0,0
4,0,0,0
16,0,2,0
3,0,1,0
2,1,0,0
2,1,0,0
19,0,1,0
1,1,0,0
43,0,0,6
3,1,0,0
96,0,1,3
4,1,0,3
13,0,0,0
16,0,0,0
5,0,0,0
3,0,1,0
7,1,0,4
6,0,0,1
14,0,0,0
1,1,0,0
11,0,0,2
7,1,0,0
10,0,1,0
4,0,1,0
46,0,0,1
31,0,0,0
5,0,1,0
10,0,0,1
6,1,0,0
9,0,1,0
1,1,0,0
12,0,0,0
21,0,0,0
7,0,1,0
20,0,0,0
3,1,0,0
8,0,2,0
22,0,2,2
8,0,1,0
5,0,0,0
11,0,1,0
20,0,0,18
46,0,1,2
7,0,0,0
1,0,0,0
16,1,1,0
1,0,0,0
3,0,0,0
7,0,0,0
4,0,0,0
14,0,0,8
9,0,0,0
20,0,0,0
4,0,1,0
3,0,0,0
11,0,2,0
3,0,0,0
7,1,0,4
15,0,0,1
9,1,0,1
67,0,1,1
12,0,0,0
23,0,0,22
5,0,0,0
28,0,0,0
5,0,0,0
4,0,0,0
3,1,0,0
8,0,1,0
3,1,0,0
13,0,0,0
1,1,0,0
17,0,0,0
10,1,0,0
3,1,0,0
9,0,0,8
15,0,0,0
8,0,0,0
7,0,1,0
8,0,0,1
8,0,0,0
4,0,0,0
2,1,0,0
1,1,0,0
1,1,0,0
6,1,0,0
7,1,0,0
10,0,0,0
5,0,0,0
8,0,0,0
7,0,0,1
11,0,0,11
6,0,0,0
11,0,1,0
6,0,0,0
2,0,0,1
2,0,0,0
4,1,0,0
23,0,0,0
2,1,0,0
20,0,0,4
7,0,1,0
1,1,0,0
7,0,1,0
1,1,0,0
13,0,1,0
2,1,0,0
1,1,0,0
1,1,0,0
19,0,1,0
4,0,1,0
13,0,0,2
5,0,1,0
3,0,0,3
18,0,0,2
2,0,0,1
9,0,0,0
6,0,0,0
8,0,0,0
13,0,0,0
8,1,0,1
37,1,0,1
11,0,0,0
54,1,0,0
17,0,0,2
10,0,0,10
20,0,0,1
5,0,0,0
5,0,0,0
5,0,0,1
10,0,0,0
33,1,0,0
5,0,0,1
